,id,area,space,equipment,type,room,city,state,price,capacity,extra
0,39,600,300,12,ویلایی,3,نمک آبرود,مازندران,500000,8,7
1,52,312,75,9,ویلایی,1,طالقان,البرز,250000,4,2
2,79,114,85,10,آپارتمان,1,کاشان,اصفهان,100000,4,6
3,87,400,200,12,ویلایی,3,نمک آبرود,مازندران,1000000,6,6
4,101,500,120,8,آپارتمان,2,نمک آبرود,مازندران,250000,5,0
5,120,300,200,11,ویلایی,3,چالوس,مازندران,1200000,6,2
6,157,500,200,10,ویلایی,3,کلاردشت,مازندران,800000,4,11
7,209,200,80,9,آپارتمان,2,مشهد,خراسان رضوی,120000,4,4
8,215,600,80,8,ویلایی,1,بابل,مازندران,390000,6,4
9,219,1000,200,11,ویلایی,3,چالوس,مازندران,850000,6,4
10,222,150,150,12,ویلایی,2,چالوس,مازندران,1000000,4,1
11,229,290,80,12,ویلایی,1,طالقان,البرز,450000,3,3
12,230,600,180,12,ویلایی,3,طالقان,البرز,990000,6,6
13,232,350,220,11,ویلایی,3,نوشهر,مازندران,600000,6,4
14,236,1200,600,13,ویلایی,5,سرخ رود,مازندران,2200000,8,12
15,264,500,135,11,ویلایی,3,فومن,گیلان,340000,4,5
16,284,100,40,11,آپارتمان,0,لاهیجان,گیلان,200000,2,2
17,287,160,119,11,آپارتمان,2,اصفهان,اصفهان,219000,3,5
18,288,200,100,9,آپارتمان,1,اصفهان,اصفهان,199000,3,5
19,309,5000,80,9,ویلایی,1,سواد کوه,مازندران,300000,4,3
20,384,350,108,9,سوئیت,2,رامسر,مازندران,132000,5,5
21,403,150,90,8,ویلایی,1,اردبیل,اردبیل,300000,4,1
22,413,500,100,10,ویلایی,2,کلاردشت,مازندران,220000,4,8
23,418,2500,210,9,آپارتمان,1,فومن,گیلان,210000,4,0
24,431,3000,100,11,ویلایی,2,رامسر,مازندران,425000,4,4
25,473,300,100,10,ویلایی,2,تالش,گیلان,300000,6,2
26,481,300,220,11,ویلایی,4,زیباکنار,گیلان,400000,8,4
27,504,120,120,9,ویلایی,2,زیباکنار,گیلان,250000,4,4
28,506,230,120,10,ویلایی,2,زیباکنار,گیلان,230000,4,3
29,509,280,180,11,ویلایی,4,زیباکنار,گیلان,400000,8,4
30,511,180,118,10,آپارتمان,2,همدان,همدان,300000,4,4
31,515,202,260,13,ویلایی,3,سرخ رود,مازندران,1200000,6,4
32,544,125,80,11,ویلایی,1,مشهد,خراسان رضوی,160000,4,4
33,601,600,80,9,ویلایی,1,ماسال,گیلان,240000,4,2
34,733,1000,133,12,ویلایی,2,ماسال,گیلان,360000,6,4
35,756,230,120,9,ویلایی,2,لاهیجان,گیلان,250000,4,3
36,819,2000,100,11,ویلایی,2,ماسال,گیلان,400000,4,3
37,824,150,100,10,ویلایی,2,فومن,گیلان,350000,4,2
38,846,350,60,10,ویلایی,1,تبریز,آذربایجان شرقی,300000,4,4
39,853,400,200,9,ویلایی,1,اصفهان,اصفهان,450000,2,4
40,860,120,68,9,سوئیت,2,لاهیجان,گیلان,150000,4,2
41,871,200,50,7,آپارتمان,1,مشهد,خراسان رضوی,150000,2,3
42,872,200,50,7,آپارتمان,1,مشهد,خراسان رضوی,150000,2,3
43,874,200,50,7,آپارتمان,1,مشهد,خراسان رضوی,150000,2,3
44,883,400,350,12,ویلایی,4,سرخ رود,مازندران,1250000,8,7
45,884,350,300,12,ویلایی,4,سرخ رود,مازندران,900000,6,0
46,904,50,35,9,آپارتمان,0,کاشان,اصفهان,78000,3,2
47,908,1000,150,11,ویلایی,2,ماسال,گیلان,222000,4,13
48,911,500,60,9,ویلایی,1,رامسر,مازندران,150000,4,0
49,929,1000,100,11,ویلایی,2,نوشهر,مازندران,300000,5,1
50,949,200,110,6,ویلایی,2,فیروزکوه,تهران,350000,6,4
51,965,300,55,10,ویلایی,1,بندرانزلی,گیلان,350000,2,2
52,972,1000,200,11,ویلایی,2,مشهد,خراسان رضوی,700000,4,2
53,977,2000,500,14,ویلایی,6,دماوند,تهران,2500000,10,10
54,1066,350,60,10,ویلایی,1,تبریز,آذربایجان شرقی,300000,4,4
55,1116,2010,110,12,ویلایی,2,شیراز,فارس,700000,5,7
56,1124,700,85,11,ویلایی,1,شیراز,فارس,300000,3,5
57,1156,220,120,10,آپارتمان,2,اصفهان,اصفهان,220000,4,4
58,1176,300,150,9,ویلایی,3,فومن,گیلان,395000,4,8
59,1221,400,110,8,ویلایی,2,لاهیجان,گیلان,200000,4,6
60,1306,950,60,10,ویلایی,1,فریدون کنار,مازندران,540000,3,1
61,1308,950,84,10,ویلایی,2,فریدون کنار,مازندران,697000,4,0
62,1309,950,84,10,ویلایی,2,فریدون کنار,مازندران,627000,4,1
63,1310,950,84,12,ویلایی,2,فریدون کنار,مازندران,627000,4,1
64,1311,950,40,10,سوئیت,0,فریدون کنار,مازندران,207000,2,1
65,1314,950,82,11,ویلایی,2,فریدون کنار,مازندران,627000,5,1
66,1315,60,60,11,ویلایی,1,فریدون کنار,مازندران,357000,3,0
67,1337,200,130,9,آپارتمان,2,تبریز,آذربایجان شرقی,200000,5,5
68,1338,200,130,9,آپارتمان,2,تبریز,آذربایجان شرقی,150000,6,4
69,1387,200,80,9,آپارتمان,2,ساری,مازندران,350000,4,6
70,1388,200,70,8,آپارتمان,2,ساری,مازندران,230000,4,6
71,1399,200,90,9,آپارتمان,2,ساری,مازندران,230000,4,6
72,1400,200,95,10,آپارتمان,2,ساری,مازندران,200000,4,6
73,1450,500,120,11,ویلایی,3,ماسال,گیلان,450000,6,4
74,1498,200,120,10,آپارتمان,1,اصفهان,اصفهان,250000,4,6
75,1607,700,20,7,بوم‌گردی,1,شاهرود,سمنان,40000,1,4
76,1617,100000,50,6,سوئیت,2,ماسال,گیلان,360000,8,2
77,1627,20000,8,5,سوئیت,0,یزد,یزد,320000,4,0
78,1656,550,150,12,ویلایی,2,تالش,گیلان,1650000,4,6
79,1659,2000,450,11,ویلایی,6,آستارا,گیلان,3300000,8,13
80,1680,1500,100,10,ویلایی,2,تنکابن,مازندران,278000,5,1
81,1687,2000,200,10,ویلایی,2,تنکابن,مازندران,890000,4,6
82,1719,2000,45,11,سوئیت,1,آستارا,گیلان,200000,2,1
83,1725,2000,50,11,ویلایی,1,آستارا,گیلان,300000,2,1
84,1732,6000,200,14,ویلایی,4,کردان,البرز,3000000,8,12
85,1761,900,160,12,ویلایی,3,تالش,گیلان,1700000,6,3
86,1797,519,450,12,ویلایی,3,بابلسر ( خزرشهر - دریاکنار ),مازندران,1500000,7,1
87,1833,400,90,10,آپارتمان,2,تالش,گیلان,170000,5,3
88,1834,300,100,11,ویلایی,2,تالش,گیلان,390000,7,5
89,1853,2000,100,9,ویلایی,2,آمل,مازندران,400000,6,6
90,1900,300,65,10,آپارتمان,1,تالش,گیلان,250000,5,2
91,1929,400,120,10,آپارتمان,2,تهران,تهران,650000,4,2
92,1986,1500,220,11,ویلایی,3,تالش,گیلان,660000,6,19
93,1989,500,80,10,آپارتمان,1,تالش,گیلان,195000,4,2
94,1990,5000,100,10,ویلایی,2,تالش,گیلان,1100000,4,4
95,1997,1000,150,8,ویلایی,2,تالش,گیلان,385000,6,39
96,2000,350,110,11,ویلایی,2,تالش,گیلان,445000,6,2
97,2005,1000,130,10,ویلایی,3,تالش,گیلان,445000,5,20
98,2040,4000,90,10,ویلایی,2,تالش,گیلان,300000,9,3
99,2049,300,200,10,ویلایی,3,محمود آباد,مازندران,400000,5,20
100,2052,4000,120,10,ویلایی,2,تالش,گیلان,335000,12,1
101,2064,1000,80,8,ویلایی,1,تالش,گیلان,250000,8,7
102,2085,600,250,10,ویلایی,4,رامسر,مازندران,850000,8,2
103,2088,1000,250,10,ویلایی,4,رامسر,مازندران,3000000,5,4
104,2098,100,75,7,آپارتمان,1,همدان,همدان,200000,4,3
105,2099,100,60,6,آپارتمان,1,همدان,همدان,200000,4,2
106,2104,700,120,11,ویلایی,2,تالش,گیلان,225000,10,4
107,2116,700,80,10,ویلایی,1,تالش,گیلان,225000,7,2
108,2192,130,80,11,آپارتمان,2,لاهیجان,گیلان,500000,3,3
109,2217,1000,100,10,ویلایی,2,فومن,گیلان,200000,6,2
110,2259,1000,72,11,ویلایی,1,کردان,البرز,550000,3,1
111,2265,1500,100,9,ویلایی,2,رامسر,مازندران,600000,4,2
112,2294,700,25,6,بوم‌گردی,8,دلیجان,مرکزی,300000,3,1
113,2316,460,270,12,ویلایی,3,نوشهر,مازندران,1200000,7,7
114,2346,130,100,8,ویلایی,2,قشم,هرمزگان,150000,4,6
115,2441,150,65,7,آپارتمان,1,تهران,تهران,399000,2,2
116,2509,300,135,9,ویلایی,2,بندرانزلی,گیلان,380000,6,3
117,2534,300,120,10,ویلایی,3,رامسر,مازندران,1700000,6,2
118,2609,3000,220,10,ویلایی,2,فومن,گیلان,170000,2,38
119,2614,3000,100,6,ویلایی,1,فومن,گیلان,230000,4,26
120,2632,120,85,9,ویلایی,2,فریدون کنار,مازندران,200000,4,4
121,2654,700,75,9,ویلایی,1,تالش,گیلان,225000,6,1
122,2730,300,90,12,آپارتمان,2,نور,مازندران,500000,4,2
123,2735,300,120,11,آپارتمان,2,شیراز,فارس,300000,5,3
124,2795,500,70,10,آپارتمان,1,تالش,گیلان,130000,4,0
125,2821,300,120,11,آپارتمان,2,شیراز,فارس,300000,5,3
126,2837,300,70,11,آپارتمان,1,بندرانزلی,گیلان,500000,4,0
127,2839,300,70,8,آپارتمان,1,بندرانزلی,گیلان,500000,4,0
128,2842,300,30,10,آپارتمان,0,بندرانزلی,گیلان,250000,2,0
129,2846,160,140,9,ویلایی,1,اصفهان,اصفهان,250000,2,4
130,2960,55,55,9,آپارتمان,1,اصفهان,اصفهان,185000,2,2
131,3012,120,96,9,آپارتمان,1,اصفهان,اصفهان,230000,4,4
132,3040,120,75,8,سوئیت,1,رامسر,مازندران,140000,2,1
133,3042,120,60,7,سوئیت,0,رامسر,مازندران,130000,2,2
134,3052,120,70,7,سوئیت,1,رامسر,مازندران,145000,2,2
135,3053,500,110,11,آپارتمان,2,شیراز,فارس,300000,5,3
136,3054,300,120,12,آپارتمان,3,شیراز,فارس,370000,7,2
137,3055,120,60,8,سوئیت,0,رامسر,مازندران,130000,2,2
138,3056,120,100,9,آپارتمان,2,رامسر,مازندران,165000,4,2
139,3079,200,90,8,آپارتمان,0,کاشان,اصفهان,180000,4,6
140,3086,2000,60,11,ویلایی,1,آستارا,گیلان,300000,2,2
141,3138,55,55,9,آپارتمان,1,اصفهان,اصفهان,130000,2,4
142,3177,100,60,8,آپارتمان,1,اصفهان,اصفهان,230000,2,8
143,3244,1000,55,6,سوئیت,0,نطنز,اصفهان,160000,4,6
144,3245,130,80,7,آپارتمان,2,ورزنه,اصفهان,160000,12,3
145,3258,200,140,8,آپارتمان,2,ورزنه,اصفهان,100000,5,10
146,3284,130,110,8,آپارتمان,1,یزد,یزد,100000,3,5
147,3289,120,100,9,آپارتمان,2,رامسر,مازندران,165000,4,4
148,3309,1000,400,12,ویلایی,3,کردان,البرز,2800000,6,19
149,3316,100,100,9,آپارتمان,1,ورزنه,اصفهان,100000,6,5
150,3318,850,110,6,ویلایی,1,ایذه,خوزستان,200000,5,10
151,3393,150,150,11,ویلایی,2,سرخ رود,مازندران,880000,6,0
152,3411,300,70,8,آپارتمان,2,بندرانزلی,گیلان,250000,4,1
153,3432,560,250,12,ویلایی,3,متل قو(سلمان شهر),مازندران,770000,6,6
154,3474,800,100,10,ویلایی,2,ماسال,گیلان,370000,4,1
155,3490,4000,90,12,ویلایی,1,شیراز,فارس,500000,6,0
156,3531,600,80,12,ویلایی,2,بندرانزلی,گیلان,1400000,4,2
157,3532,150,120,10,آپارتمان,2,رامسر,مازندران,170000,4,2
158,3533,145,120,10,آپارتمان,2,رامسر,مازندران,200000,4,4
159,3580,200,150,12,ویلایی,2,سمیرم,اصفهان,200000,8,4
160,3585,180,100,8,ویلایی,1,سمیرم,اصفهان,150000,5,0
161,3594,1000,120,11,ویلایی,2,ماسال,گیلان,250000,6,9
162,3645,220,80,11,ویلایی,2,رامسر,مازندران,1000000,4,3
163,3673,460,65,11,ویلایی,1,رضوان شهر,گیلان,300000,4,1
164,3701,250,200,10,ویلایی,3,رامسر,مازندران,1550000,5,3
165,3810,70,70,8,آپارتمان,1,اصفهان,اصفهان,199000,2,2
166,3836,250,120,10,ویلایی,2,متل قو(سلمان شهر),مازندران,200000,4,3
167,3855,1500,120,11,ویلایی,2,رامسر,مازندران,550000,5,3
168,3899,300,100,10,ویلایی,2,نور,مازندران,670000,4,2
169,3900,30,30,8,سوئیت,1,نور,مازندران,170000,2,0
170,3904,400,120,13,آپارتمان,2,نور,مازندران,600000,4,2
171,3932,400,120,9,ویلایی,2,جزیره هرمز,هرمزگان,580000,5,0
172,3953,500,100,11,ویلایی,2,کردان,البرز,1500000,4,6
173,3972,300,140,6,ویلایی,2,جزیره هرمز,هرمزگان,200000,6,2
174,3975,300,140,10,ویلایی,3,نور,مازندران,390000,6,2
175,3977,400,200,11,ویلایی,3,نور,مازندران,560000,5,5
176,3980,200,100,11,ویلایی,2,محمود آباد,مازندران,225000,5,3
177,4007,80,80,8,آپارتمان,1,یزد,یزد,110000,6,3
178,4009,1000,75,10,آپارتمان,1,ساری,مازندران,350000,2,1
179,4012,1500,240,11,ویلایی,4,رامسر,مازندران,1500000,8,2
180,4019,1000,75,11,آپارتمان,1,ساری,مازندران,350000,2,0
181,4025,1000,16,9,بوم‌گردی,0,ارسنجان,فارس,95000,1,3
182,4149,120,60,9,ویلایی,1,تنکابن,مازندران,168000,2,1
183,4195,1000,120,12,ویلایی,2,ماسال,گیلان,222000,4,9
184,4312,150,120,10,آپارتمان,1,اصفهان,اصفهان,250000,4,6
185,4364,1800,50,11,ویلایی,1,شوشتر,خوزستان,550000,10,5
186,4377,250,40,12,ویلایی,1,ماسال,گیلان,200000,3,2
187,4385,85,85,6,آپارتمان,1,بوشهر,بوشهر,300000,3,0
188,4407,250,90,10,آپارتمان,2,همدان,همدان,200000,4,11
189,4408,200,100,11,آپارتمان,2,شیراز,فارس,350000,4,1
190,4443,200,120,8,آپارتمان,2,اصفهان,اصفهان,270000,4,3
191,4547,210,120,7,ویلایی,2,رضوان شهر,گیلان,95000,5,1
192,4549,1000,500,11,ویلایی,4,کلاردشت,مازندران,900000,8,7
193,4627,90,350,10,آپارتمان,2,قشم,هرمزگان,470000,3,2
194,4628,120,400,10,آپارتمان,2,قشم,هرمزگان,470000,4,1
195,4629,120,400,10,آپارتمان,2,قشم,هرمزگان,470000,5,0
196,4679,200,160,11,ویلایی,4,تنکابن,مازندران,450000,5,5
197,4741,200,150,9,آپارتمان,3,سمیرم,اصفهان,250000,10,2
198,4743,100,60,8,ویلایی,1,سمیرم,اصفهان,100000,4,3
199,4795,700,200,12,ویلایی,2,نوشهر,مازندران,1800000,4,2
200,4802,1000,400,11,ویلایی,3,رامسر,مازندران,300000,4,3
201,4851,500,156,11,ویلایی,2,رامسر,مازندران,500000,4,0
202,4868,350,130,10,ویلایی,2,شفت,گیلان,220000,5,4
203,4912,500,120,11,ویلایی,2,چالوس,مازندران,440000,4,2
204,4949,500,85,10,آپارتمان,2,تهران,تهران,555000,4,2
205,4969,80,60,7,آپارتمان,1,مشهد,خراسان رضوی,150000,4,4
206,4973,80,80,8,سوئیت,1,کاشان,اصفهان,130000,5,5
207,4975,3000,120,9,ویلایی,3,ماسال,گیلان,400000,4,3
208,5057,1000,350,11,ویلایی,3,کلاردشت,مازندران,1980000,6,6
209,5074,280,300,12,ویلایی,4,نوشهر,مازندران,3000000,4,4
210,5084,400,230,12,ویلایی,2,نوشهر,مازندران,2500000,4,4
211,5087,480,230,12,ویلایی,3,نوشهر,مازندران,2500000,3,3
212,5099,3000,240,12,آپارتمان,3,متل قو(سلمان شهر),مازندران,1100000,6,2
213,5108,3000,125,11,آپارتمان,2,متل قو(سلمان شهر),مازندران,700000,4,2
214,5109,3000,135,9,سوئیت,2,متل قو(سلمان شهر),مازندران,600000,4,2
215,5136,900,300,11,ویلایی,6,متل قو(سلمان شهر),مازندران,1000000,12,4
216,5139,900,150,11,ویلایی,3,متل قو(سلمان شهر),مازندران,450000,6,2
217,5178,1500,120,8,ویلایی,2,تالش,گیلان,1120000,9,1
218,5180,300,600,7,ویلایی,1,تبریز,آذربایجان شرقی,150000,3,3
219,5190,216,100,9,ویلایی,1,متل قو(سلمان شهر),مازندران,150000,4,2
220,5196,500,140,9,ویلایی,2,بندرانزلی,گیلان,900000,6,0
221,5228,500,115,10,ویلایی,2,فومن,گیلان,175000,4,3
222,5230,70,70,5,سوئیت,0,کندوان,آذربایجان شرقی,140000,4,1
223,5243,100,30,8,سوئیت,0,مشهد,خراسان رضوی,160000,5,3
224,5244,110,30,8,سوئیت,0,مشهد,خراسان رضوی,90000,3,2
225,5264,60,60,9,ویلایی,2,فریدون کنار,مازندران,270000,4,2
226,5286,200,110,9,آپارتمان,2,شیراز,فارس,300000,4,2
227,5289,2000,35,12,ویلایی,1,کاشان,اصفهان,180000,2,2
228,5290,2000,100,10,ویلایی,2,کاشان,اصفهان,280000,4,4
229,5291,2000,135,12,ویلایی,3,کاشان,اصفهان,390000,6,6
230,5299,130,140,11,ویلایی,2,سرخ رود,مازندران,550000,4,2
231,5346,500,180,12,ویلایی,2,رامسر,مازندران,1800000,4,2
232,5348,400,150,11,آپارتمان,2,رامسر,مازندران,1700000,4,2
233,5459,3000,350,11,ویلایی,3,تالش,گیلان,665000,10,20
234,5472,1000,130,11,آپارتمان,3,شیراز,فارس,370000,7,2
235,5473,500,110,11,آپارتمان,2,شیراز,فارس,300000,5,3
236,5477,450,135,12,ویلایی,2,سامان,چهارمحال و بختیاری,500000,10,2
237,5478,450,135,10,ویلایی,3,سامان,چهارمحال و بختیاری,500000,10,2
238,5480,100,35,7,آپارتمان,1,مشهد,خراسان رضوی,115000,5,3
239,5496,300,120,10,ویلایی,2,بندرانزلی,گیلان,300000,6,3
240,5511,100,70,7,آپارتمان,2,مشهد,خراسان رضوی,250000,9,6
241,5513,100,30,8,سوئیت,0,مشهد,خراسان رضوی,78000,1,4
242,5555,100,200,11,آپارتمان,2,بندرانزلی,گیلان,400000,4,3
243,5557,100,200,11,آپارتمان,2,بندرانزلی,گیلان,370000,4,3
244,5569,100,25,8,سوئیت,0,مشهد,خراسان رضوی,90000,3,2
245,5608,3000,110,10,آپارتمان,2,متل قو(سلمان شهر),مازندران,550000,4,2
246,5610,3000,110,10,آپارتمان,2,متل قو(سلمان شهر),مازندران,550000,4,2
247,5618,3000,125,11,آپارتمان,2,متل قو(سلمان شهر),مازندران,600000,4,2
248,5623,3000,115,10,آپارتمان,2,متل قو(سلمان شهر),مازندران,550000,4,2
249,5626,3000,115,11,آپارتمان,2,متل قو(سلمان شهر),مازندران,500000,4,2
250,5680,1100,150,9,بوم‌گردی,2,کاشان,اصفهان,300000,8,7
251,5694,300,70,7,ویلایی,1,لاهیجان,گیلان,150000,4,2
252,5722,250,70,10,آپارتمان,1,گرگان,گلستان,240000,2,3
253,5751,36,36,8,آپارتمان,0,قائم شهر,مازندران,150000,2,3
254,5776,500,120,8,ویلایی,7,نطنز,اصفهان,75000,1,29
255,5793,150,90,7,ویلایی,0,اردبیل,اردبیل,200000,4,1
256,5803,200,175,8,ویلایی,2,سواد کوه,مازندران,550000,10,0
257,5822,1000,70,11,ویلایی,2,فومن,گیلان,350000,6,2
258,5920,2000,120,3,بوم‌گردی,2,کلاله,گلستان,100000,6,44
259,5921,700,180,9,ویلایی,3,علی آباد کتول,گلستان,350000,6,9
260,5926,2000,70,7,سوئیت,1,علی آباد کتول,گلستان,120000,6,4
261,5929,2000,180,7,آپارتمان,1,علی آباد کتول,گلستان,300000,6,7
262,5931,250,70,10,آپارتمان,1,گرگان,گلستان,240000,2,3
263,5941,500,130,11,ویلایی,3,سواد کوه,مازندران,200000,4,8
264,5952,1500,80,10,ویلایی,2,نوشهر,مازندران,450000,6,1
265,5953,1500,80,9,ویلایی,2,نوشهر,مازندران,400000,4,2
266,5955,7000,150,8,ویلایی,1,علی آباد کتول,گلستان,200000,4,8
267,5961,300,110,11,ویلایی,2,ماسال,گیلان,400000,4,8
268,5990,500,85,10,آپارتمان,2,تهران,تهران,555000,2,2
269,6054,300,120,10,آپارتمان,2,تهران,تهران,630000,4,3
270,6055,200,120,9,آپارتمان,2,تهران,تهران,670000,4,3
271,6056,200,100,9,آپارتمان,1,تهران,تهران,565000,4,3
272,6057,200,120,10,آپارتمان,2,تهران,تهران,620000,4,2
273,6075,800,110,8,ویلایی,1,بهشهر,مازندران,200000,4,6
274,6079,130,140,11,ویلایی,2,سرخ رود,مازندران,310000,4,11
275,6111,100,200,11,آپارتمان,2,بندرانزلی,گیلان,370000,4,3
276,6119,220,100,7,آپارتمان,2,رامسر,مازندران,150000,5,2
277,6142,350,300,12,ویلایی,4,سرخ رود,مازندران,1350000,8,7
278,6150,500,70,6,آپارتمان,0,تهران,تهران,650000,2,2
279,6206,250,120,10,ویلایی,2,رامسر,مازندران,220000,4,16
280,6227,650,45,10,آپارتمان,1,تهران,تهران,650000,2,2
281,6234,500,43,8,آپارتمان,1,تهران,تهران,550000,2,2
282,6304,100,30,7,سوئیت,0,مشهد,خراسان رضوی,130000,3,2
283,6321,400,110,10,آپارتمان,2,طالقان,البرز,300000,4,0
284,6326,400,135,10,آپارتمان,2,طالقان,البرز,300000,4,0
285,6344,50,50,7,سوئیت,1,رشت,گیلان,120000,2,2
286,6346,250,60,9,ویلایی,1,فومن,گیلان,195000,4,4
287,6375,150,65,8,آپارتمان,1,سمنان,سمنان,190000,2,4
288,6397,2000,90,10,ویلایی,2,رامسر,مازندران,500000,4,1
289,6398,5700,90,10,ویلایی,2,رامسر,مازندران,500000,3,2
290,6417,180,60,8,آپارتمان,1,همدان,همدان,220000,3,3
291,6439,2500,70,11,ویلایی,1,بهشهر,مازندران,280000,4,2
292,6450,50,50,7,سوئیت,1,مشهد,خراسان رضوی,150000,5,2
293,6452,50,25,7,سوئیت,0,مشهد,خراسان رضوی,90000,3,2
294,6463,200,50,6,آپارتمان,1,مشهد,خراسان رضوی,150000,2,3
295,6507,110,55,9,آپارتمان,1,کرج,البرز,210000,2,1
296,6518,150,70,9,آپارتمان,1,رشت,گیلان,280000,4,1
297,6526,170,70,8,ویلایی,1,بابلسر ( خزرشهر - دریاکنار ),مازندران,330000,2,1
298,6527,380,100,10,ویلایی,2,بابلسر ( خزرشهر - دریاکنار ),مازندران,440000,4,0
299,6528,350,100,10,ویلایی,2,بابلسر ( خزرشهر - دریاکنار ),مازندران,450000,4,0
300,6542,105,60,9,آپارتمان,1,تهران,تهران,300000,4,3
301,6546,800,100,11,ویلایی,2,رشت,گیلان,270000,4,11
302,6550,200,60,8,آپارتمان,2,تهران,تهران,220000,2,2
303,6551,200,40,8,آپارتمان,1,تهران,تهران,220000,2,0
304,6564,380,120,9,ویلایی,3,بابلسر ( خزرشهر - دریاکنار ),مازندران,660000,7,0
305,6574,450,160,9,ویلایی,4,بابلسر ( خزرشهر - دریاکنار ),مازندران,890000,8,0
306,6587,50,50,8,آپارتمان,1,مشهد,خراسان رضوی,120000,4,1
307,6588,100,20,7,سوئیت,0,مشهد,خراسان رضوی,89000,2,1
308,6595,105,60,9,آپارتمان,1,تهران,تهران,300000,3,2
309,6636,700,70,9,ویلایی,1,رضوان شهر,گیلان,240000,6,4
310,6648,500,85,11,آپارتمان,2,تهران,تهران,550000,4,1
311,6675,7000,150,11,ویلایی,2,نمک آبرود,مازندران,1100000,7,5
312,6693,2000,145,11,ویلایی,2,ماسال,گیلان,470000,6,9
313,6716,3000,145,11,ویلایی,4,ماسال,گیلان,300000,5,9
314,6723,50,50,7,سوئیت,1,مشهد,خراسان رضوی,80000,2,1
315,6764,385,45,10,سوئیت,0,نمک آبرود,مازندران,330000,3,2
316,6782,300,75,9,آپارتمان,2,علی آباد کتول,گلستان,120000,4,2
317,6812,200,80,9,آپارتمان,1,مشهد,خراسان رضوی,150000,2,3
318,6823,144,90,9,آپارتمان,2,تهران,تهران,350000,4,2
319,6831,700,100,9,ویلایی,2,رویان,مازندران,500000,8,2
320,6855,600,70,8,ویلایی,2,کلیبر,آذربایجان شرقی,250000,6,2
321,6889,300,85,12,آپارتمان,1,تهران,تهران,480000,2,1
322,6893,550,75,9,ویلایی,1,کاشان,اصفهان,300000,3,9
323,6899,300,130,11,آپارتمان,2,تهران,تهران,560000,4,0
324,6900,100,60,7,ویلایی,1,کاشان,اصفهان,200000,3,1
325,6928,150,120,6,ویلایی,2,سمیرم,اصفهان,150000,6,4
326,6930,150,100,8,ویلایی,2,سی سخت,کهکیلویه و بویراحمد,300000,6,4
327,6938,350,150,11,ویلایی,2,سمیرم,اصفهان,450000,10,5
328,6956,1400,120,7,ویلایی,2,ماسال,گیلان,250000,4,3
329,7023,250,100,9,آپارتمان,2,گرگان,گلستان,330000,4,4
330,7025,95,95,11,آپارتمان,2,اصفهان,اصفهان,350000,4,3
331,7026,95,95,11,آپارتمان,2,اصفهان,اصفهان,300000,4,2
332,7046,1000,60,11,ویلایی,1,تالش,گیلان,300000,5,2
333,7072,500,80,11,آپارتمان,1,تهران,تهران,590000,2,2
334,7075,100,500,11,آپارتمان,2,تهران,تهران,690000,4,1
335,7077,150,50,7,آپارتمان,1,تهران,تهران,300000,2,1
336,7141,500,85,8,آپارتمان,2,قشم,هرمزگان,120000,6,2
337,7145,450,130,9,ویلایی,2,رامسر,مازندران,399000,4,4
338,7153,250,60,9,آپارتمان,1,کیش,هرمزگان,200000,2,2
339,7161,1000,50,9,ویلایی,1,ماسال,گیلان,90000,4,2
340,7233,100,80,9,ویلایی,1,سمیرم,اصفهان,150000,5,1
341,7289,50,40,7,آپارتمان,1,تهران,تهران,200000,2,3
342,7294,510,140,10,ویلایی,2,ایزدشهر,مازندران,600000,6,2
343,7299,400,70,10,ویلایی,1,خمام,گیلان,180000,5,2
344,7321,600,200,10,ویلایی,3,متل قو(سلمان شهر),مازندران,450000,7,7
345,7347,300,100,9,ویلایی,2,تالش,گیلان,445000,5,3
346,7354,700,110,9,ویلایی,1,علی آباد کتول,گلستان,220000,6,2
347,7391,200,45,9,سوئیت,0,اصفهان,اصفهان,220000,2,1
348,7430,500,75,9,آپارتمان,1,تهران,تهران,750000,4,0
349,7517,300,120,10,آپارتمان,2,تهران,تهران,650000,4,2
350,7522,3000,120,10,ویلایی,2,ماسال,گیلان,185000,4,6
351,7569,130,120,8,ویلایی,2,اصفهان,اصفهان,200000,6,1
352,7625,800,125,11,آپارتمان,2,تهران,تهران,680000,2,2
353,7694,50,50,5,ویلایی,2,اردبیل,اردبیل,130000,5,1
354,7728,400,190,10,ویلایی,2,ماسال,گیلان,600000,6,2
355,7732,500,180,11,ویلایی,3,چالوس,مازندران,600000,6,6
356,7794,95,95,11,آپارتمان,2,اصفهان,اصفهان,300000,4,4
357,7810,900,190,10,ویلایی,2,لاهیجان,گیلان,170000,6,8
358,7852,300,65,8,سوئیت,2,سرخ رود,مازندران,230000,5,3
359,7883,2000,90,12,ویلایی,2,قزوین,قزوین,100000,4,10
360,7886,120,120,8,آپارتمان,2,اصفهان,اصفهان,220000,4,6
361,7890,50,30,9,سوئیت,1,مشهد,خراسان رضوی,110000,5,3
362,7901,240,60,9,آپارتمان,1,کیش,هرمزگان,200000,2,2
363,7904,1000,320,13,ویلایی,2,مشهد,خراسان رضوی,1000000,6,0
364,7918,500,43,7,آپارتمان,1,تهران,تهران,695000,2,0
365,7919,1000,150,11,ویلایی,3,فومن,گیلان,500000,12,3
366,7979,103,100,9,آپارتمان,1,آران و بیدگل,اصفهان,120000,5,20
