,id,area,space,equipment,type,room,city,state,price,capacity,extra
828,14988,75,150,11,آپارتمان,2,مشهد,خراسان رضوی,300000,6,2
829,14990,150,75,11,آپارتمان,2,مشهد,خراسان رضوی,300000,6,2
830,14992,500,75,14,آپارتمان,2,چالوس,مازندران,280000,4,0
831,14993,120,50,8,سوئیت,1,یزد,یزد,140000,5,1
832,14995,150,75,11,آپارتمان,2,مشهد,خراسان رضوی,300000,6,2
833,14996,150,75,11,آپارتمان,2,مشهد,خراسان رضوی,300000,6,2
834,14999,300,110,11,آپارتمان,2,رامسر,مازندران,200000,4,3
835,15005,700,115,11,آپارتمان,2,رامسر,مازندران,90000,4,2
836,15019,300,12,7,بوم‌گردی,1,ورزنه,اصفهان,85000,1,3
837,15020,300,12,7,بوم‌گردی,1,ورزنه,اصفهان,85000,1,3
838,15024,1600,150,12,ویلایی,3,کردان,البرز,1700000,8,17
839,15053,800,100,6,بوم‌گردی,1,لاهیجان,گیلان,180000,2,3
840,15055,800,100,8,بوم‌گردی,1,لاهیجان,گیلان,180000,2,3
841,15057,800,100,8,بوم‌گردی,1,لاهیجان,گیلان,180000,2,3
842,15058,200,100,9,آپارتمان,2,گرگان,گلستان,330000,4,4
843,15060,1100,315,4,بوم‌گردی,1,کاشان,اصفهان,120000,2,0
844,15103,500,120,8,ویلایی,2,بابلسر ( خزرشهر - دریاکنار ),مازندران,1200000,4,2
845,15117,150,100,10,ویلایی,2,فریدون کنار,مازندران,350000,4,11
846,15121,2500,450,12,ویلایی,3,فشم,تهران,3300000,8,10
847,15151,1200,600,8,بوم‌گردی,1,اردستان,اصفهان,94000,1,5
848,15162,500,300,6,بوم‌گردی,1,فریدن,اصفهان,85000,1,3
849,15168,500,300,6,بوم‌گردی,1,فریدن,اصفهان,85000,1,3
850,15172,700,700,8,بوم‌گردی,1,اصفهان,اصفهان,170000,8,2
851,15231,285,100,8,سوئیت,1,اصفهان,اصفهان,210000,3,4
852,15247,200,90,8,ویلایی,2,نور,مازندران,200000,4,2
853,15248,400,160,12,آپارتمان,3,نور,مازندران,900000,6,2
854,15254,40,40,7,ویلایی,0,فومن,گیلان,189000,2,2
855,15278,200,110,9,آپارتمان,1,یزد,یزد,250000,6,2
856,15296,1200,15,5,بوم‌گردی,1,کاشان,اصفهان,180000,3,0
857,15309,1200,15,5,بوم‌گردی,1,کاشان,اصفهان,155000,2,0
858,15311,1200,15,5,بوم‌گردی,1,کاشان,اصفهان,290000,4,6
859,15350,180,120,8,سوئیت,1,آران و بیدگل,اصفهان,150000,5,10
860,15384,160,130,8,ویلایی,2,رود سر,گیلان,250000,8,2
861,15386,95,95,8,ویلایی,2,بابلسر ( خزرشهر - دریاکنار ),مازندران,180000,4,1
862,15439,120,90,9,سوئیت,2,فریدون کنار,مازندران,220000,4,4
863,15440,365,280,10,ویلایی,2,شیراز,فارس,300000,4,4
864,15499,600,270,8,ویلایی,3,تالش,گیلان,300000,8,4
865,15523,110,50,6,آپارتمان,1,تالش,گیلان,90000,3,1
866,15533,5000,80,9,آپارتمان,2,رامسر,مازندران,220000,4,0
867,15547,220,120,11,ویلایی,2,رامسر,مازندران,550000,4,2
868,15552,200,90,11,ویلایی,2,سواد کوه,مازندران,140000,4,2
869,15560,3000,100,11,ویلایی,1,ماسال,گیلان,240000,5,5
870,15574,3000,100,11,ویلایی,2,ماسال,گیلان,250000,8,4
871,15578,350,100,11,آپارتمان,2,اصفهان,اصفهان,400000,4,2
872,15599,500,100,11,ویلایی,2,چمخاله,گیلان,450000,4,2
873,15605,500,10,7,بوم‌گردی,1,اردستان,اصفهان,100000,1,1
874,15613,500,75,14,آپارتمان,2,چالوس,مازندران,400000,4,1
875,15619,300,110,10,آپارتمان,2,رامسر,مازندران,205000,5,3
876,15635,100,80,9,آپارتمان,2,قشم,هرمزگان,350000,4,2
877,15636,300,110,11,سوئیت,2,رامسر,مازندران,185000,5,3
878,15639,500,75,8,آپارتمان,1,ماسال,گیلان,165000,4,3
879,15670,120,95,9,آپارتمان,2,کیش,هرمزگان,550000,5,2
880,15672,120,95,9,آپارتمان,2,کیش,هرمزگان,550000,5,2
881,15673,120,95,9,آپارتمان,2,کیش,هرمزگان,550000,5,2
882,15678,120,95,9,آپارتمان,2,کیش,هرمزگان,550000,5,2
883,15699,2500,12,5,بوم‌گردی,1,رشت,گیلان,220000,3,1
884,15702,2500,25,8,بوم‌گردی,1,رشت,گیلان,230000,4,0
885,15703,2500,25,8,بوم‌گردی,1,رشت,گیلان,230000,4,0
886,15708,1500,150,10,ویلایی,2,تالش,گیلان,475000,6,9
887,15710,350,110,10,آپارتمان,2,رامسر,مازندران,185000,4,4
888,15721,700,700,9,بوم‌گردی,1,اصفهان,اصفهان,280000,2,0
889,15722,700,700,8,بوم‌گردی,1,اصفهان,اصفهان,560000,4,0
890,15723,700,700,8,بوم‌گردی,1,اصفهان,اصفهان,560000,1,3
891,15724,700,700,8,بوم‌گردی,1,اصفهان,اصفهان,420000,3,0
892,15725,700,700,8,بوم‌گردی,1,اصفهان,اصفهان,560000,4,0
893,15727,100,50,11,سوئیت,2,سواد کوه,مازندران,119000,4,2
894,15744,340,17,7,بوم‌گردی,1,کاشان,اصفهان,70000,1,5
895,15745,340,15,7,بوم‌گردی,1,کاشان,اصفهان,180000,2,1
896,15746,340,20,7,بوم‌گردی,1,کاشان,اصفهان,310000,3,1
897,15782,500,140,9,ویلایی,2,بندرانزلی,گیلان,150000,6,3
898,15786,250,60,7,آپارتمان,1,کیش,هرمزگان,200000,2,2
899,15852,250,90,11,ویلایی,2,طالقان,البرز,550000,4,3
900,15864,3000,120,7,ویلایی,2,ماسال,گیلان,200000,5,10
901,15866,500,120,9,آپارتمان,2,اهواز,خوزستان,380000,4,0
902,15867,20000,35,3,سوئیت,0,ماسال,گیلان,350000,5,5
903,15893,400,9,5,بوم‌گردی,1,یزد,یزد,200000,1,1
904,15896,400,12,8,بوم‌گردی,1,یزد,یزد,200000,1,1
905,15900,370,170,6,بوم‌گردی,1,خور و بیابانک,اصفهان,50000,1,4
906,15903,370,170,6,بوم‌گردی,1,خور و بیابانک,اصفهان,50000,1,4
907,15906,400,12,8,بوم‌گردی,1,یزد,یزد,300000,3,1
908,15908,400,12,7,بوم‌گردی,1,یزد,یزد,120000,1,1
909,15909,400,15,10,بوم‌گردی,1,یزد,یزد,300000,2,1
910,15923,30,30,3,ویلایی,2,ماسال,گیلان,330000,5,5
911,15924,170,85,8,آپارتمان,1,اصفهان,اصفهان,180000,2,1
912,15959,300,75,8,آپارتمان,2,تهران,تهران,420000,3,1
913,15977,700,300,5,بوم‌گردی,0,خوانسار,اصفهان,200000,4,0
914,15979,700,300,5,بوم‌گردی,0,خوانسار,اصفهان,200000,4,0
915,15989,500,20,5,بوم‌گردی,1,نایین,اصفهان,55000,1,5
916,15990,3000,120,11,بوم‌گردی,3,تنکابن,مازندران,80000,1,17
917,16001,55,15,5,ویلایی,0,قشم,هرمزگان,129000,3,2
918,16011,180,90,10,ویلایی,3,لاهیجان,گیلان,299000,10,10
919,16069,200,55,8,ویلایی,1,علی آباد کتول,گلستان,200000,5,2
920,16101,500,55,8,آپارتمان,1,نشتارود,مازندران,200000,4,3
921,16102,500,60,8,آپارتمان,1,نشتارود,مازندران,200000,4,4
922,16107,500,50,8,آپارتمان,1,نشتارود,مازندران,170000,4,3
923,16122,90,90,9,آپارتمان,2,تهران,تهران,650000,4,2
924,16132,300,12,8,بوم‌گردی,1,خور و بیابانک,اصفهان,70000,1,5
925,16161,1000,45,10,آپارتمان,1,بهشهر,مازندران,300000,4,0
926,16165,320,12,6,بوم‌گردی,1,یزد,یزد,88000,3,1
927,16171,260,100,12,ویلایی,2,محمود آباد,مازندران,750000,4,2
928,16191,120,120,9,آپارتمان,2,شیراز,فارس,350000,5,5
929,16234,300,100,9,آپارتمان,2,شیراز,فارس,150000,4,4
930,16251,150,100,11,آپارتمان,1,قشم,هرمزگان,250000,4,0
931,16278,300,12,7,بوم‌گردی,1,قشم,هرمزگان,50000,1,5
932,16280,300,10,8,بوم‌گردی,1,قشم,هرمزگان,50000,1,4
933,16281,300,10,8,بوم‌گردی,1,قشم,هرمزگان,50000,1,4
934,16313,800,300,7,بوم‌گردی,1,قشم,هرمزگان,70000,1,3
935,16314,800,300,7,بوم‌گردی,1,قشم,هرمزگان,80000,1,3
936,16324,150,120,10,آپارتمان,1,قشم,هرمزگان,250000,4,0
937,16326,300,120,11,آپارتمان,2,قشم,هرمزگان,250000,4,0
938,16327,350,120,10,آپارتمان,2,قشم,هرمزگان,250000,4,0
939,16363,150,100,10,ویلایی,1,کاشان,اصفهان,200000,6,0
940,16368,300,126,10,ویلایی,2,کیش,هرمزگان,680000,4,3
941,16372,300,100,9,آپارتمان,2,قشم,هرمزگان,250000,4,0
942,16384,500,200,12,ویلایی,3,نوشهر,مازندران,2390000,5,3
943,16385,600,400,12,ویلایی,3,نوشهر,مازندران,2680000,6,4
944,16387,600,240,9,ویلایی,2,محمود آباد,مازندران,1980000,4,2
945,16400,1000,90,12,آپارتمان,2,نور,مازندران,600000,4,2
946,16420,250,80,9,آپارتمان,1,شیراز,فارس,150000,2,2
947,16422,2000,350,13,ویلایی,4,نوشهر,مازندران,4480000,7,7
948,16429,600,700,12,ویلایی,5,ایزدشهر,مازندران,3590000,9,4
949,16435,300,130,8,ویلایی,2,ایزدشهر,مازندران,770000,4,2
950,16440,300,120,11,آپارتمان,2,نور,مازندران,395000,4,2
951,16451,1500,1000,10,بوم‌گردی,1,قشم,هرمزگان,240000,3,1
952,16465,6000,350,8,ویلایی,2,تالش,گیلان,400000,5,15
953,16471,100,60,8,ویلایی,1,چالوس,مازندران,150000,5,0
954,16472,300,120,9,ویلایی,2,تالش,گیلان,485000,6,6
955,16473,2000,500,10,ویلایی,4,ایزدشهر,مازندران,2700000,7,5
956,16480,270,90,9,ویلایی,2,نور,مازندران,330000,4,2
957,16488,65,65,9,آپارتمان,1,کیش,هرمزگان,300000,2,0
958,16538,2000,300,6,بوم‌گردی,2,سمنان,سمنان,100000,1,39
959,16566,300,95,9,آپارتمان,2,کلاردشت,مازندران,130000,4,2
960,16577,200,78,9,ویلایی,2,لاهیجان,گیلان,550000,4,3
961,16578,400,140,7,ویلایی,2,شیراز,فارس,150000,4,6
962,16584,70,70,7,سوئیت,1,اصفهان,اصفهان,115000,4,2
963,16590,330,130,11,آپارتمان,2,رامسر,مازندران,345000,6,4
964,16599,6000,300,6,بوم‌گردی,1,تالش,گیلان,60000,1,5
965,16601,6000,300,6,بوم‌گردی,1,تالش,گیلان,60000,1,4
966,16602,6000,300,6,بوم‌گردی,1,تالش,گیلان,60000,1,4
967,16606,2000,120,11,ویلایی,2,ماسال,گیلان,220000,4,6
968,16614,302,18,8,بوم‌گردی,1,سمنان,سمنان,90000,1,5
969,16639,200,75,9,سوئیت,1,کاشان,اصفهان,165000,2,2
970,16655,140,100,7,آپارتمان,1,اصفهان,اصفهان,200000,4,1
971,16670,300,70,9,آپارتمان,1,کیش,هرمزگان,270000,2,3
972,16704,179,120,8,ویلایی,3,متل قو(سلمان شهر),مازندران,200000,6,4
973,16722,120,100,10,آپارتمان,2,ساری,مازندران,180000,4,4
974,16725,90,70,10,آپارتمان,1,ساری,مازندران,160000,4,2
975,16736,20,20,6,سوئیت,0,قشم,هرمزگان,180000,2,0
976,16747,140,120,9,آپارتمان,2,اصفهان,اصفهان,110000,3,9
977,16752,1000,170,9,ویلایی,2,ماسال,گیلان,450000,6,2
978,16759,40,40,8,آپارتمان,1,نوشهر,مازندران,200000,2,1
979,16805,110,80,8,ویلایی,1,اصفهان,اصفهان,150000,4,2
980,16818,200,80,7,آپارتمان,2,بندرانزلی,گیلان,280000,3,4
981,16819,200,80,6,آپارتمان,2,بندرانزلی,گیلان,280000,3,4
982,16823,300,15,8,بوم‌گردی,1,یزد,یزد,77000,1,5
983,16844,300,189,12,ویلایی,3,رامسر,مازندران,1500000,4,4
984,16857,1000,120,9,ویلایی,2,تالش,گیلان,242000,5,2
985,16867,250,80,5,ویلایی,1,کاشان,اصفهان,180000,5,5
986,16881,250,120,9,ویلایی,1,اصفهان,اصفهان,115000,4,6
987,16892,270,20,6,بوم‌گردی,1,اردکان,یزد,95000,1,4
988,16970,1300,130,12,ویلایی,2,ماسال,گیلان,300000,5,4
989,16978,400,12,6,بوم‌گردی,1,آباده,فارس,84000,1,3
990,16985,500,20,7,بوم‌گردی,1,یزد,یزد,69000,1,3
991,16986,500,12,6,بوم‌گردی,1,یزد,یزد,69000,1,1
992,16990,500,20,6,بوم‌گردی,1,یزد,یزد,69000,1,4
993,16994,350,70,10,آپارتمان,1,تهران,تهران,650000,2,1
994,16995,350,70,10,آپارتمان,1,تهران,تهران,650000,2,1
995,16997,350,70,10,آپارتمان,1,تهران,تهران,650000,2,1
996,16998,350,70,10,آپارتمان,1,تهران,تهران,650000,2,1
997,17001,500,80,9,آپارتمان,2,تهران,تهران,550000,4,1
998,17022,480,120,10,ویلایی,2,فومن,گیلان,260000,4,3
999,17023,400,100,10,آپارتمان,2,تهران,تهران,600000,4,1
1000,17024,480,90,10,ویلایی,2,فومن,گیلان,220000,4,2
1001,17027,400,100,10,آپارتمان,2,تهران,تهران,600000,4,1
1002,17030,1000,12,8,بوم‌گردی,0,ابرکوه,یزد,100000,1,2
1003,17043,400,120,10,ویلایی,2,ساری,مازندران,220000,4,4
1004,17115,5000,250,7,بوم‌گردی,1,نجف آباد,اصفهان,60000,1,11
1005,17117,5000,250,7,بوم‌گردی,1,نجف آباد,اصفهان,60000,1,5
1006,17118,5000,250,10,بوم‌گردی,1,نجف آباد,اصفهان,60000,1,19
1007,17121,3200,15,6,بوم‌گردی,1,شفت,گیلان,95000,1,3
1008,17163,125,125,11,آپارتمان,2,تهران,تهران,730000,4,2
1009,17181,600,170,11,ویلایی,2,چالوس,مازندران,1150000,4,1
1010,17182,600,100,10,ویلایی,2,چالوس,مازندران,350000,4,1
1011,17186,500,225,9,ویلایی,3,چالوس,مازندران,350000,5,3
1012,17212,500,200,5,بوم‌گردی,1,گنبد کاووس,گلستان,85000,1,4
1013,17220,100,88,8,ویلایی,2,لاهیجان,گیلان,350000,4,2
1014,17223,70,35,7,سوئیت,1,شیراز,فارس,100000,3,0
1015,17240,110,110,10,آپارتمان,2,تهران,تهران,795000,4,1
1016,17244,450,550,13,ویلایی,4,نوشهر,مازندران,3400000,7,4
1017,17245,5000,50,10,ویلایی,1,ماسال,گیلان,300000,3,2
1018,17251,300,200,8,ویلایی,2,بندرانزلی,گیلان,300000,6,4
1019,17255,400,400,12,ویلایی,4,نوشهر,مازندران,3340000,6,4
1020,17261,350,30,11,بوم‌گردی,1,یزد,یزد,160000,2,0
1021,17268,700,200,7,ویلایی,1,تفت,یزد,400000,5,2
1022,17269,100,90,8,سوئیت,1,یزد,یزد,300000,4,2
1023,17274,1000,100,9,ویلایی,2,تالش,گیلان,280000,4,2
1024,17341,350,30,11,بوم‌گردی,1,یزد,یزد,160000,2,0
1025,17347,1000,200,12,ویلایی,2,چابکسر,گیلان,700000,6,3
1026,17388,600,60,5,آپارتمان,1,تنکابن,مازندران,180000,4,2
1027,17396,600,60,6,آپارتمان,1,تنکابن,مازندران,150000,4,6
1028,17880,650,150,11,ویلایی,2,گرگان,گلستان,450000,6,2
1029,17901,110,110,11,آپارتمان,2,تهران,تهران,790000,4,0
1030,17902,110,110,10,آپارتمان,2,تهران,تهران,795000,4,0
1031,17903,150,90,7,ویلایی,1,رامسر,مازندران,150000,2,4
1032,17904,110,110,10,آپارتمان,2,تهران,تهران,795000,4,0
1033,17907,400,70,11,ویلایی,2,خمام,گیلان,200000,5,2
1034,17908,650,20,9,بوم‌گردی,1,یزد,یزد,150000,2,2
1035,17909,500,120,4,بوم‌گردی,3,چابهار,سیستان و بلوچستان,240000,6,14
1036,17916,650,35,9,بوم‌گردی,1,یزد,یزد,60000,1,5
1037,17917,650,35,9,بوم‌گردی,1,یزد,یزد,60000,1,9
1038,17918,70,40,9,ویلایی,1,چالوس,مازندران,200000,2,2
1039,17919,650,35,11,بوم‌گردی,1,یزد,یزد,60000,45,0
1040,17922,250,120,9,ویلایی,2,لاهیجان,گیلان,200000,4,3
1041,17927,250,80,9,آپارتمان,2,همدان,همدان,200000,4,6
1042,17928,500,85,11,ویلایی,2,لاهیجان,گیلان,250000,5,4
1043,17929,250,80,8,آپارتمان,2,همدان,همدان,200000,4,6
1044,17932,250,80,8,آپارتمان,2,همدان,همدان,200000,4,6
1045,17933,250,80,9,آپارتمان,2,همدان,همدان,200000,4,6
1046,17935,250,80,8,آپارتمان,2,همدان,همدان,200000,4,6
1047,17936,250,80,8,آپارتمان,2,همدان,همدان,200000,4,6
1048,17962,110,50,9,آپارتمان,1,اصفهان,اصفهان,140000,2,3
1049,17964,100,100,10,آپارتمان,2,بوشهر,بوشهر,320000,6,4
1050,17967,250,170,12,ویلایی,2,متل قو(سلمان شهر),مازندران,950000,4,4
1051,17974,700,15,8,بوم‌گردی,1,تفت,یزد,89000,1,3
1052,18017,2000,110,10,ویلایی,2,قائم شهر,مازندران,250000,4,16
1053,18032,100,25,7,ویلایی,0,اصفهان,اصفهان,96000,2,1
1054,18049,300,55,10,آپارتمان,1,کیش,هرمزگان,330000,4,0
1055,18059,255,100,9,آپارتمان,1,اصفهان,اصفهان,250000,4,4
1056,18099,800,20,8,بوم‌گردی,1,یزد,یزد,220000,3,0
1057,18118,220,125,6,ویلایی,1,چلگرد,چهارمحال و بختیاری,180000,5,5
1058,18183,400,140,9,ویلایی,3,بابلسر ( خزرشهر - دریاکنار ),مازندران,700000,6,8
1059,18210,85,1000,10,آپارتمان,1,ساری,مازندران,350000,4,0
1060,18237,850,85,11,ویلایی,1,شهریار,تهران,1000000,6,2
1061,18240,1000,15,5,بوم‌گردی,1,ابرکوه,یزد,125000,1,0
1062,18257,850,100,13,ویلایی,1,دماوند,تهران,400000,4,8
1063,18262,300,220,12,ویلایی,3,رامسر,مازندران,1500000,4,4
1064,18272,80,160,8,بوم‌گردی,4,سنندج,کردستان,90000,1,39
1065,18298,160,130,10,ویلایی,2,همدان,همدان,230000,5,7
1066,18315,75,60,7,ویلایی,1,قائم شهر,مازندران,150000,2,5
1067,18318,130,130,5,ویلایی,2,بهشهر,مازندران,200000,4,2
1068,18324,330,15,10,آپارتمان,1,اصفهان,اصفهان,129000,2,0
1069,18330,200,120,8,بوم‌گردی,1,میبد,یزد,60000,1,3
1070,18331,330,200,8,ویلایی,1,اصفهان,اصفهان,140000,2,1
1071,18332,200,120,8,بوم‌گردی,1,میبد,یزد,60000,1,3
1072,18333,200,120,8,بوم‌گردی,1,میبد,یزد,60000,1,3
1073,18348,100,65,9,آپارتمان,2,چالوس,مازندران,180000,4,2
1074,18349,100,70,8,آپارتمان,1,چالوس,مازندران,160000,4,2
1075,18359,500,60,4,سوئیت,2,ماسال,گیلان,400000,5,0
1076,18392,250,120,10,ویلایی,2,اصفهان,اصفهان,135000,6,2
1077,18411,500,350,12,ویلایی,3,نوشهر,مازندران,1500000,6,2
1078,18423,200,150,7,آپارتمان,2,کاشان,اصفهان,150000,6,4
1079,18456,200,140,7,ویلایی,2,شیراز,فارس,150000,4,6
1080,18494,300,100,10,آپارتمان,2,همدان,همدان,220000,6,1
1081,18530,70,70,7,آپارتمان,0,کاشان,اصفهان,150000,1,0
1082,18543,200,100,10,آپارتمان,2,رامسر,مازندران,165000,4,2
1083,18556,350,125,10,آپارتمان,2,نور,مازندران,180000,4,1
1084,18599,280,80,10,ویلایی,1,بابلسر ( خزرشهر - دریاکنار ),مازندران,400000,3,2
1085,18657,200,100,7,آپارتمان,1,اصفهان,اصفهان,120000,3,12
1086,18663,200,160,2,بوم‌گردی,1,قشم,هرمزگان,150000,4,3
1087,18677,200,160,2,بوم‌گردی,1,قشم,هرمزگان,250000,7,0
1088,18685,60,55,8,سوئیت,1,فریدون کنار,مازندران,180000,4,0
1089,18692,200,90,10,ویلایی,2,فومن,گیلان,240000,4,8
1090,18725,300,60,8,آپارتمان,1,بندرانزلی,گیلان,200000,2,2
1091,18726,300,55,10,آپارتمان,1,بندرانزلی,گیلان,180000,3,1
1092,18774,250,250,11,ویلایی,2,چالوس,مازندران,890000,2,0
1093,18790,300,90,10,آپارتمان,2,تالش,گیلان,180000,5,0
1094,18793,1300,125,9,ویلایی,2,تالش,گیلان,445000,5,5
1095,18794,250,70,10,ویلایی,1,تالش,گیلان,225000,8,2
1096,18814,750,160,12,ویلایی,3,متل قو(سلمان شهر),مازندران,1100000,7,0
1097,18820,250,130,10,آپارتمان,2,چالوس,مازندران,300000,4,0
1098,18909,55,55,6,سوئیت,1,یزد,یزد,105000,3,2
1099,18931,250,150,11,ویلایی,2,ایزدشهر,مازندران,900000,4,4
1100,18956,120,80,8,آپارتمان,2,کاشان,اصفهان,230000,4,5
1101,18958,180,100,9,ویلایی,2,کاشان,اصفهان,400000,4,8
1102,18972,500,150,10,ویلایی,2,آستارا,گیلان,380000,4,2
1103,19006,1000,150,12,ویلایی,2,چابکسر,گیلان,350000,8,5
1104,19050,550,85,11,ویلایی,2,تنکابن,مازندران,250000,4,3
1105,19073,200,110,9,آپارتمان,2,اصفهان,اصفهان,199000,2,10
1106,19076,200,85,10,آپارتمان,1,اصفهان,اصفهان,275000,2,2
1107,19083,300,120,11,آپارتمان,2,شیراز,فارس,280000,6,2
1108,19090,240,120,10,ویلایی,2,نوشهر,مازندران,499000,5,1
1109,19096,40,40,7,سوئیت,1,رشت,گیلان,220000,2,2
1110,19170,65,65,8,سوئیت,2,نور,مازندران,140000,4,4
1111,19186,400,170,11,ویلایی,2,کلاردشت,مازندران,500000,4,0
1112,19227,450,160,10,آپارتمان,3,قشم,هرمزگان,250000,7,8
1113,19234,150,40,8,آپارتمان,1,نوشهر,مازندران,180000,2,2
1114,19246,3000,240,11,آپارتمان,4,شیراز,فارس,500000,8,5
1115,19282,330,45,9,ویلایی,1,اصفهان,اصفهان,75000,1,9
1116,19283,150,75,8,ویلایی,2,بندرانزلی,گیلان,158000,4,4
1117,19285,330,180,12,ویلایی,4,اصفهان,اصفهان,340000,5,16
1118,19287,350,80,8,ویلایی,2,فومن,گیلان,260000,2,4
1119,19329,300,120,10,سوئیت,2,رامسر,مازندران,235000,6,3
1120,19331,70,65,10,سوئیت,1,رامسر,مازندران,155000,4,2
1121,19347,200,70,10,آپارتمان,2,کاشان,اصفهان,270000,4,4
1122,19423,100,60,9,سوئیت,1,محمود آباد,مازندران,189000,4,1
1123,19424,110,90,11,آپارتمان,2,محمود آباد,مازندران,249000,5,1
1124,19429,150,90,11,ویلایی,1,محمود آباد,مازندران,249000,3,1
1125,19432,110,55,11,آپارتمان,1,محمود آباد,مازندران,129000,4,1
1126,19433,500,70,9,ویلایی,1,آزاد شهر,گلستان,250000,5,10
1127,19445,700,170,11,ویلایی,3,متل قو(سلمان شهر),مازندران,650000,6,5
1128,19454,150,75,6,ویلایی,2,بندرانزلی,گیلان,158000,4,4
1129,19472,80,80,8,ویلایی,1,همدان,همدان,150000,4,2
1130,19510,300,300,13,ویلایی,4,ایزدشهر,مازندران,2700000,8,2
1131,19524,310,180,10,آپارتمان,1,اصفهان,اصفهان,450000,8,7
1132,19550,500,160,10,آپارتمان,2,یاسوج,کهکیلویه و بویراحمد,220000,4,8
1133,19556,600,140,9,آپارتمان,2,یاسوج,کهکیلویه و بویراحمد,160000,4,11
1134,19577,150,75,9,ویلایی,2,فریدون کنار,مازندران,150000,4,2
1135,19588,330,200,10,ویلایی,2,سمیرم,اصفهان,170000,6,6
1136,19591,330,50,6,سوئیت,1,سمیرم,اصفهان,80000,4,0
1137,19610,120,55,6,سوئیت,1,گرگان,گلستان,100000,4,3
1138,19631,3000,180,12,ویلایی,3,فومن,گیلان,400000,5,9
1139,19639,300,85,10,ویلایی,2,فومن,گیلان,245000,4,9
1140,19702,1500,200,9,ویلایی,3,رامسر,مازندران,300000,6,2
1141,19736,500,40,7,ویلایی,0,فومن,گیلان,80000,4,2
1142,19742,160,80,5,ویلایی,1,همدان,همدان,115000,3,3
1143,19797,5000,150,12,ویلایی,3,کردان,البرز,1000000,5,10
1144,19800,80,80,9,آپارتمان,2,تهران,تهران,300000,4,4
1145,19815,300,270,12,ویلایی,3,متل قو(سلمان شهر),مازندران,1250000,8,4
1146,19823,1000,160,12,ویلایی,4,رامسر,مازندران,2600000,9,5
1147,19825,140,100,10,ویلایی,2,فریدون کنار,مازندران,530000,4,2
1148,19827,250,130,11,ویلایی,2,متل قو(سلمان شهر),مازندران,650000,4,2
1149,19843,1800,120,9,بوم‌گردی,2,ماسال,گیلان,560000,6,2
1150,19894,150,75,8,ویلایی,1,سواد کوه,مازندران,200000,4,2
1151,19898,2000,62,10,آپارتمان,1,کیش,هرمزگان,600000,2,2
1152,19943,30,30,7,ویلایی,0,قشم,هرمزگان,129000,4,2
1153,19947,250,80,8,ویلایی,2,تنکابن,مازندران,200000,3,3
1154,19956,750,150,7,بوم‌گردی,1,خدابنده,زنجان,89000,1,9
1155,19972,200,205,11,ویلایی,2,چالوس,مازندران,780000,4,2
1156,19990,2500,120,9,ویلایی,2,خمین,مرکزی,250000,6,6
1157,19993,160,130,8,آپارتمان,2,یزد,یزد,200000,6,2
1158,20000,300,250,11,ویلایی,3,رامسر,مازندران,650000,6,3
1159,20073,140,180,7,ویلایی,2,اصفهان,اصفهان,1200000,6,3
1160,20084,1000,140,11,ویلایی,2,آستارا,گیلان,2250000,4,6
1161,20129,1000,85,10,ویلایی,1,فومن,گیلان,200000,5,3
1162,20137,6000,90,10,ویلایی,2,رامسر,مازندران,300000,4,6
1163,20148,300,100,11,آپارتمان,2,همدان,همدان,200000,5,3
1164,20174,2000,60,7,ویلایی,1,کلیبر,آذربایجان شرقی,160000,6,4
1165,20179,2500,140,8,ویلایی,3,بروجن,چهارمحال و بختیاری,450000,7,7
1166,20242,500,60,8,ویلایی,1,ماسال,گیلان,150000,4,2
1167,20263,350,100,11,آپارتمان,2,اصفهان,اصفهان,450000,4,3
1168,20276,465,110,11,آپارتمان,2,اصفهان,اصفهان,450000,4,4
1169,20291,220,120,10,آپارتمان,2,اصفهان,اصفهان,180000,2,10
1170,20297,75,70,7,سوئیت,1,یزد,یزد,110000,3,2
1171,20307,300,15,11,سوئیت,1,شیراز,فارس,150000,2,0
1172,20308,300,15,11,سوئیت,1,شیراز,فارس,150000,2,0
1173,20312,300,15,11,سوئیت,1,شیراز,فارس,125000,2,0
1174,20341,150,120,11,ویلایی,1,رشت,گیلان,270000,5,3
1175,20389,180,145,8,سوئیت,2,یزد,یزد,250000,4,0
1176,20457,300,90,5,آپارتمان,2,اصفهان,اصفهان,198000,3,1
1177,20482,120,90,7,آپارتمان,1,تهران,تهران,278000,2,4
1178,20556,300,120,9,ویلایی,2,رامسر,مازندران,650000,8,2
1179,20557,1350,80,11,آپارتمان,2,اصفهان,اصفهان,400000,4,3
1180,20558,1350,150,11,آپارتمان,3,اصفهان,اصفهان,500000,6,6
1181,20583,250,100,11,ویلایی,2,نشتارود,مازندران,280000,4,1
1182,20626,140,160,9,آپارتمان,2,آستارا,گیلان,400000,6,3
1183,20627,400,185,11,ویلایی,3,آستارا,گیلان,800000,6,6
1184,20631,75,90,8,ویلایی,1,بندر کیاشهر,گیلان,150000,4,4
1185,20649,350,120,10,ویلایی,2,نمک آبرود,مازندران,270000,6,1
1186,20650,350,120,11,ویلایی,2,نمک آبرود,مازندران,350000,6,1
1187,20700,500,250,9,ویلایی,1,سواد کوه,مازندران,400000,5,1
1188,20713,1000,120,11,ویلایی,2,کردان,البرز,700000,2,1
1189,20720,1500,170,11,ویلایی,2,ماسال,گیلان,450000,4,4
